Date and Time: 2025-10-21 11:07:52
Approximate Polling Time: 100 ms
Comments: No comments provided
timestamp/s,voltage/V,current/A,thermistor_0/C,thermistor_1/C,thermistor_2/C,thermistor_3/C,thermistor_4/C,thermistor_5/C,thermistor_6/C,thermistor_7/C
0.0,4.438,2.217,27.20868,27.47971,27.93552,28.33578,28.78854,29.0282,29.22824,29.3353
0.048837900161743164,4.514,2.25,27.22302,27.48807,27.93701,28.33429,28.77869,29.01321,29.21432,29.32224
0.10232210159301758,4.565,2.288,27.23602,27.4935,27.93698,28.33017,28.77283,29.00519,29.20526,29.31253
0.1790471076965332,4.64,2.319,27.25992,27.50214,27.93246,28.32397,28.76447,28.99777,29.19406,29.29742
0.2528829574584961,4.69,2.359,27.27289,27.50851,27.93295,28.32141,28.75955,28.99051,29.18503,29.28967
0.33330702781677246,4.764,2.39,27.29071,27.51828,27.93958,28.31689,28.74966,28.97675,29.17334,29.28064
0.404033899307251,4.813,2.426,27.30566,27.5256,27.93839,28.31403,28.74399,28.97086,29.16498,29.27161
0.4818251132965088,4.885,2.455,27.32715,27.53412,27.93774,28.3103,28.73846,28.96063,29.15234,29.2558
0.5570969581604004,4.933,2.492,27.34094,27.54086,27.93765,28.30734,28.73203,28.95236,29.14313,29.24753
0.6353309154510498,5.003,2.521,27.36469,27.55557,27.94116,28.30307,28.72293,28.94272,29.1337,29.23605
0.7111749649047852,5.05,2.555,27.37921,27.56317,27.9437,28.30051,28.71786,28.93631,29.12595,29.22739
0.7856988906860352,5.119,2.583,27.40051,27.56998,27.94443,28.29977,28.71201,28.92572,29.11148,29.21521
0.8610560894012451,5.165,2.615,27.41489,27.57916,27.94629,28.29877,28.70709,28.91913,29.10309,29.20425
0.9364569187164307,5.231,2.644,27.44196,27.59314,27.94727,28.29019,28.69836,28.90955,29.09399,29.19376
1.0115249156951904,5.275,2.675,27.46069,27.60251,27.95175,28.29056,28.69357,28.90189,29.08542,29.18332
1.0880329608917236,5.341,2.702,27.47867,27.61435,27.95505,28.29007,28.68774,28.89029,29.07401,29.17426
1.163485050201416,5.383,2.733,27.49448,27.62326,27.95828,28.28854,28.68268,28.88367,29.06567,29.1655
1.2404470443725586,5.447,2.759,27.52411,27.63687,27.95789,28.28372,28.67673,28.87762,29.05466,29.15161
1.3158369064331055,5.489,2.789,27.53815,27.64529,27.95798,28.28302,28.67282,28.87109,29.04666,29.142
1.3932220935821533,5.55,2.814,27.56354,27.66055,27.97067,28.28204,28.66519,28.85962,29.03613,29.13419
1.4671978950500488,5.591,2.842,27.5806,27.66989,27.97269,28.28104,28.66061,28.85394,29.02872,29.12582
1.5429461002349854,5.651,2.867,27.60818,27.68344,27.97314,28.27939,28.65656,28.84509,29.01709,29.11081
1.6182210445404053,5.689,2.895,27.62564,27.69299,27.97711,28.27881,28.65332,28.83908,29.00934,29.10324
1.6943750381469727,5.747,2.918,27.65335,27.71179,27.9845,28.2778,28.64456,28.83029,29.00003,29.0947
1.7695798873901367,5.785,2.944,27.67038,27.72269,27.98764,28.27582,28.64157,28.82416,28.99326,29.08539
1.8480749130249023,5.84,2.968,27.69846,27.73422,27.99457,28.27737,28.63803,28.81528,28.97968,29.07336
1.9216771125793457,5.878,2.993,27.71622,27.7453,27.99698,28.27808,28.63379,28.80984,28.97278,29.06628
1.9976320266723633,5.93,3.014,27.74762,27.7644,28.0022,28.27338,28.62793,28.80139,28.96539,29.05402
2.0739870071411133,5.966,3.037,27.76672,27.77567,28.00659,28.27332,28.62476,28.79672,28.95847,29.04684
2.1515378952026367,6.018,3.059,27.79108,27.79175,28.01517,28.27777,28.61987,28.78586,28.94608,29.03638
2.2269840240478516,6.052,3.083,27.81,27.80338,28.01923,28.27814,28.61661,28.78015,28.93948,29.02808
2.3017139434814453,6.102,3.103,27.8447,27.82114,28.02338,28.27585,28.6127,28.77609,28.93005,29.01718
2.3765759468078613,6.134,3.125,27.86386,27.83347,28.02933,28.27655,28.60953,28.76962,28.92236,29.00882
2.4532480239868164,6.181,3.145,27.89069,27.85162,28.04138,28.27808,28.60516,28.75995,28.9136,29.00156
2.5283310413360596,6.212,3.166,27.91196,27.86441,28.04709,28.27869,28.60162,28.75534,28.90726,28.99323
2.6081559658050537,6.258,3.183,27.94354,27.8815,28.04987,28.28082,28.60022,28.74991,28.89725,28.97964
2.678544044494629,6.288,3.203,27.96292,27.89429,28.05536,28.28171,28.59808,28.74362,28.89066,28.97183
2.7571139335632324,6.331,3.221,27.99368,27.91644,28.06845,28.2822,28.59164,28.73727,28.88171,28.96649
2.8332419395446777,6.359,3.24,28.01547,27.92978,28.07266,28.28394,28.58972,28.73227,28.87622,28.95831
2.909497022628784,6.401,3.256,28.04718,27.94583,28.08029,28.28854,28.58884,28.72537,28.86365,28.94687
2.982387065887451,6.427,3.274,28.06851,27.95883,28.0881,28.29019,28.58621,28.72006,28.8587,28.93958
3.0599939823150635,6.466,3.289,28.1015,27.98325,28.09695,28.28943,28.58237,28.71448,28.85214,28.93091
3.135467052459717,6.492,3.308,28.12289,27.9971,28.10312,28.29068,28.58093,28.71057,28.84723,28.92117
3.2119998931884766,6.528,3.322,28.15152,28.01617,28.11508,28.2981,28.57837,28.70233,28.83539,28.91348
3.2860910892486572,6.552,3.338,28.17331,28.0303,28.12091,28.3002,28.57727,28.69736,28.8299,28.9079
3.3633320331573486,6.587,3.351,28.21143,28.05161,28.13052,28.30054,28.57553,28.69489,28.82266,28.89688
3.439470052719116,6.608,3.365,28.23416,28.06622,28.13589,28.30301,28.57388,28.69055,28.81644,28.8895
3.5200040340423584,6.641,3.378,28.2645,28.08841,28.15237,28.30829,28.57135,28.68188,28.80826,28.88348
3.588503122329712,6.662,3.391,28.2872,28.1026,28.16052,28.31006,28.56989,28.67838,28.8027,28.87833
3.6680068969726562,6.692,3.403,28.32208,28.12524,28.16614,28.31427,28.57089,28.67493,28.79443,28.86414
3.741863965988159,6.712,3.415,28.34476,28.13956,28.17355,28.31818,28.56979,28.67117,28.78967,28.85818
3.819344997406006,6.739,3.426,28.3783,28.16498,28.18884,28.32208,28.56573,28.66492,28.78232,28.85321
3.8946330547332764,6.757,3.437,28.40109,28.18054,28.19623,28.32663,28.56497,28.66214,28.77765,28.84714
3.971626043319702,6.782,3.448,28.43652,28.19897,28.20767,28.33212,28.56683,28.65659,28.7677,28.8356
4.044773101806641,6.798,3.457,28.45926,28.21539,28.21707,28.33548,28.56586,28.65366,28.76279,28.83008
4.12450098991394,6.822,3.466,28.49564,28.24295,28.23032,28.33722,28.56467,28.64914,28.75882,28.82242
4.196918964385986,6.836,3.475,28.51865,28.25848,28.23785,28.34134,28.5639,28.64691,28.75378,28.81552
4.273273944854736,6.857,3.483,28.55014,28.28046,28.25064,28.35184,28.56454,28.63989,28.74542,28.8085
4.345947980880737,6.87,3.491,28.5751,28.29669,28.26208,28.35559,28.56448,28.63785,28.73923,28.80359
4.422759056091309,6.888,3.497,28.61569,28.32214,28.27222,28.35803,28.56509,28.63647,28.73419,28.79437
4.498070955276489,6.9,3.505,28.6395,28.3385,28.28137,28.36234,28.56583,28.63364,28.72964,28.78961
4.576642990112305,6.916,3.51,28.67084,28.36292,28.30096,28.37115,28.56546,28.62689,28.72275,28.78391
4.6510539054870605,6.926,3.516,28.69455,28.38104,28.30875,28.37628,28.56598,28.62405,28.7197,28.77908
4.728271961212158,6.94,3.522,28.73386,28.40454,28.32037,28.38086,28.5687,28.62469,28.71158,28.76837
4.803299903869629,6.948,3.526,28.75632,28.42172,28.32867,28.38669,28.56955,28.62051,28.7088,28.76236
4.8804919719696045,6.96,3.53,28.79443,28.4487,28.34631,28.39377,28.56873,28.61554,28.70303,28.76056
4.952423095703125,6.966,3.534,28.81805,28.46671,28.35764,28.39771,28.56897,28.61545,28.69955,28.75333
5.037628889083862,6.976,3.537,28.85385,28.48837,28.36981,28.40701,28.57379,28.61224,28.69122,28.74481
5.104898929595947,6.98,3.539,28.8786,28.50568,28.38144,28.41272,28.5748,28.60995,28.6879,28.74042
5.182373046875,6.988,3.541,28.91571,28.53598,28.39697,28.41797,28.57501,28.60861,28.68542,28.73468
5.256030082702637,6.991,3.543,28.94104,28.5535,28.40677,28.42374,28.57657,28.60614,28.68219,28.73065
5.334657907485962,6.995,3.545,28.97519,28.57712,28.42435,28.43576,28.57983,28.60342,28.67343,28.7233
5.409109115600586,6.997,3.545,28.99997,28.59479,28.43539,28.44254,28.58072,28.60254,28.67078,28.71927
5.486382007598877,6.998,3.545,29.04083,28.62253,28.4487,28.44586,28.58365,28.60217,28.66718,28.71136
5.562208890914917,7.0,3.544,29.06708,28.64056,28.45999,28.453,28.58588,28.60117,28.66422,28.70694
5.638158082962036,6.998,3.543,29.09885,28.6684,28.48004,28.46436,28.58871,28.5954,28.65872,28.70441
5.712158918380737,6.997,3.542,29.12436,28.68591,28.49139,28.47125,28.59006,28.59515,28.65652,28.69925
5.787944078445435,6.995,3.539,29.16281,28.71277,28.50305,28.47998,28.5943,28.59653,28.65247,28.69098
5.861833095550537,6.992,3.537,29.18781,28.73178,28.51627,28.48547,28.59698,28.5954,28.64917,28.6882
5.940165996551514,6.986,3.535,29.2243,28.75903,28.53888,28.49515,28.59848,28.59302,28.64566,28.68561
6.016472101211548,6.983,3.531,29.24951,28.77896,28.54846,28.5025,28.60135,28.59286,28.64267,28.68311
6.092443943023682,6.974,3.528,29.2865,28.80267,28.56332,28.51236,28.60782,28.59253,28.638,28.67505
6.166714906692505,6.968,3.523,29.31125,28.82162,28.57507,28.51981,28.6105,28.59192,28.6355,28.67166
6.246197938919067,6.959,3.518,29.34958,28.85339,28.59436,28.52878,28.61258,28.59201,28.63483,28.66748
6.316997051239014,6.952,3.512,29.3746,28.8717,28.60696,28.53467,28.61581,28.59149,28.63275,28.66391
